ref_id	voisins_m	voisins_f	
64	['frère_NOM', 'père_NOM', 'grand-père_NOM', 'fils_NOM', 'ami_NOM', 'oncle_NOM', 'neveu_NOM', 'demi-frère_NOM', 'petit-fils_NOM', 'copain_NOM']	['fille_NOM', 'mère_NOM', 'tante_NOM', 'nièce_NOM', 'belle-s_NOM', 'adoptive_ADJ', 'belle-mère_NOM', 'copine_NOM', 'amie_NOM', 'névrosée_ADJ']	
65	['criminels_NOM', 'violeur_NOM', 'délinquant_NOM', 'psychopathe_NOM', 'criminel_ADJ', 'combattant_NOM', 'terroriste_NOM', 'meurtre_NOM', 'viol_NOM', 'civil_NOM']	['meurtrière_NOM', 'lesbienne_NOM', 'têtue_ADJ', 'névrosée_ADJ', 'comment..fait_NAM', 'adultère_ADJ', 'admiratrice_NOM', 'espionne_NOM', 'sous-culture_NOM', 'recluse_ADJ']	
66	['athée_NOM', 'croyant_ADJ', 'prosélytisme_NOM', 'musulman_NOM', 'penseur_NOM', 'croyante_ADJ', 'nationaliste_NOM', 'politicien_NOM', 'dogmatique_ADJ', 'rationaliste_ADJ']	['chrétienne_ADJ', 'croyant_ADJ', 'musulmane_ADJ', 'spirituelle_ADJ', 'agnostique_ADJ', 'désabusée_VER', 'pieuse_ADJ', 'séculière_ADJ', 'religieuse_ADJ', 'athée_ADJ']	
67	['visiteurs_NOM', 'curieux_ADJ', 'marcheurs_NOM', 'passants_NOM', 'badauds_NOM', 'amateurs_NOM', 'touristes_NOM', 'festivaliers_NOM', 'promeneurs_NOM', 'spectateurs_NOM']	['raffinee_NOM', 'mmee_NOM', 'n-fam_NOM', 'n-ftim_NOM', '55-60_NUM', '40ame_ADJ', 'séneuse_ADJ', '47-55_NUM', '28-35_NUM', '35-48_NUM']	
68	['chorégraphe_NOM', 'musicien_NOM', 'danseuse_NOM', 'ballet_NOM', 'comédien_NOM', 'chorégraphie_NOM', 'interprète_NOM', 'compositeur_NOM', 'pianiste_NOM', 'artiste_NOM']	['chorégraphe_NOM', 'comédienne_NOM', 'chanteuse_NOM', 'ballerine_NOM', 'danseur_NOM', 'danseurs_NOM', 'chorégraphie_NOM', 'interprète_NOM', 'conteuse_NOM', 'guillem_NAM']	
69	['demanderesse_NOM', 'requérante_ADJ', 'requérant_ADJ', 'demanderesse_NAM', 'défendeur_NOM', 'demanderesse_ADJ', '-c-_NAM', 'demanderesse_ABR', 'détendeur_NOM', 'défendeurs_NOM']	['demanderesse_ADJ', 'requérante_ADJ', 'demanderesse_NAM', '-vs-_NAM', 'demanderesse_VER', '-c-_NAM', 'défenderesse_NOM', 'demanderesse_ABR', '-vs-_ADJ', 'demandresse_NOM']	
70	['violent_ADJ', 'dangereux_ADJ', 'dévastateur_ADJ', 'inhospitalier_ADJ', 'malveillant_ADJ', 'destructrice_ADJ', 'brutal_ADJ', 'menaçant_ADJ', 'irresponsable_ADJ', 'insensé_ADJ']	['meurtrière_ADJ', 'dangereuse_ADJ', 'brutale_ADJ', 'violente_ADJ', 'mortifère_ADJ', 'inhumaine_ADJ', 'cruelle_ADJ', 'insidieuse_ADJ', 'perverse_ADJ', 'dévastatrice_ADJ']	
71	['ex-directeur_NOM', 'général_ADJ', 'vice-président_NOM', 'coordonnateur_NOM', 'directrice_NOM', 'directeur_ADJ', 'président-directeur_NOM', 'general_ADJ', 'codirecteur_ADJ', 'directrice_ADJ']	['directrice_ADJ', 'coordonnatrice_NOM', 'présidente_NOM', 'présidente-directrice_NOM', 'ex-directrice_NOM', 'fondatrice_NOM', 'codirectrice_NOM', 'vice-présidente_NOM', 'cofondatrice_NOM', 'coprésidente_NOM']	
72	['président_NOM', 'leader_NOM', 'president_NOM', 'représentant_NOM', 'prérident_NOM', 'dirigeant_VER', 'ex-président_NOM', 'vice-président_NOM', 'patron_NOM', 'dirigeants_NOM']	['présidente_NOM', 'représentante_NOM', 'dirigeant_NOM', 'porte-parole_NOM', 'opposante_NOM', 'ex-présidente_NOM', 'pasionaria_NOM', 'cheffe_NOM', 'députée_VER', 'militante_ADJ']	
73	['dr_NAM', 'psychiatre_NOM', 'médecin_NOM', 'chirurgien_NOM', 'cardiologue_NOM', 'microbiologiste_NOM', 'oncologue_NOM', 'neurologue_NOM', 'docteure_NOM', 'légiste_ADJ']	['agrégée_VER', 'bachelière_NOM', 'bartha_NAM', 'professeure_ADJ', 'chercheuse_NOM', 'chercheure_NOM', 'pro-fesseure_NOM', 'médecine_NOM', 'docteur_NOM', 'professeure_NOM']	
74	['revanchard_ADJ', 'paternaliste_ADJ', 'corrompu_VER', 'calculateur_ADJ', 'doctrinaire_ADJ', 'arrogant_ADJ', 'centralisateur_ADJ', 'féodal_ADJ', 'fédéralisme_NOM', 'hautain_ADJ']	['têtue_ADJ', 'névrosée_ADJ', 'acariâtre_ADJ', 'arrogante_ADJ', 'altière_ADJ', 'ignorante_ADJ', 'insouciante_ADJ', 'écartelée_VER', 'idéalisation_NOM', 'hargneuse_ADJ']	
75	['ennemi_ADJ', 'envahisseur_NOM', 'allié_NOM', 'ennemis_NOM', 'tyran_NOM', 'ennemie_NOM', 'idéologie_NOM', 'adversaire_NOM', 'oppresseur_NOM', 'ami_NOM']	['ennemi_NOM', 'oppresseur_NOM', 'sacrée_ADJ', 'indignité_NOM', 'hyperpuissance_NOM', 'métaphore_NOM', 'alliée_NOM', 'infamie_NOM', 'incarnation_NOM', 'icône_NOM']	
76	['élève_NOM', 'étudiant_NOM', 'enseignant_VER', 'enseignante_NOM', 'éducateur_NOM', 'enseignement_NOM', 'instituteur_NOM', 'adolescent_NOM', 'parent_NOM', 'élèves_NOM']	['enseignante_ADJ', 'étudiante_NOM', 'enseignant_NOM', 'infirmière_NOM', 'femme_NOM', 'institutrice_NOM', 'éducatrice_NOM', 'fenune_NOM', 'orthopédagogue_NOM', 'retraitée_NOM']	
77	['espagnol_ADJ', 'anglais_ADJ', 'italien_NOM', 'allemand_NOM', 'portugais_NOM', 'français_ADJ', 'arabe_NOM', 'roumain_NOM', 'catalan_NOM', 'anglais_NOM']	['italienne_ADJ', 'portugaise_ADJ', 'allemande_ADJ', 'française_ADJ', 'espagnol_ADJ', 'mexicaine_ADJ', 'japonaise_ADJ', 'néerlandaise_ADJ', 'hongroise_ADJ', 'chilienne_ADJ']	
78	['bandit_NOM', 'espionne_NOM', 'ex-agent_NOM', 'aviateur_NOM', 'escroc_NOM', 'prisonnier_NOM', 'soldat_NOM', 'espions_NOM', 'kgb_ABR', 'espionnage_NOM']	['meurtrière_NOM', 'prostituée_VER', 'entraîneuse_NOM', 'kidnappée_VER', 'actrice_NOM', 'confidente_NOM', 'espion_NOM', 'nourrice_NOM', 'héroïne_NOM', 'têtue_ADJ']	
79	['caricatural_ADJ', 'insolent_ADJ', 'désespérant_ADJ', 'subtil_ADJ', 'foisonnant_ADJ', 'tapageur_ADJ', 'grandiloquent_ADJ', 'excentrique_NOM', 'bordélique_ADJ', 'monumental_ADJ']	['aguichante_ADJ', 'décadente_ADJ', 'suggestive_ADJ', 'irréelle_ADJ', 'rafraîchissante_ADJ', 'érudite_ADJ', 'étonnante_ADJ', 'touchante_ADJ', 'attachante_ADJ', 'impertinente_ADJ']	
80	['fautifs_ADJ', 'mécontent_ADJ', 'stante_NAM', 'injurieux_ADJ', 'contrevenant_NOM', 'indemnisé_VER', 'infraction_NOM', 'criminel_NOM', 'abusif_ADJ', 'criminel_ADJ']	['inexacte_ADJ', 'tatillonne_ADJ', 'biaisée_VER', 'incorrecte_ADJ', 'optionnelle_ADJ', 'elle-même_PRO', 'déficiente_ADJ', 'excessive_ADJ', 'imprécise_ADJ', 'négligente_ADJ']	
81	['favori_ADJ', 'vainqueur_NOM', 'favorite_NOM', 'favoris_NOM', 'rival_NOM', 'candidat_NOM', 'srichaphan_NAM', 'andreev_NAM', 'perdant_NOM', 'monfils_NAM']	['tenante_NOM', 'suissesse_NOM', 'favori_NOM', 'championne_NOM', 'favorite_ADJ', 'maleeva_NAM', 'jeyaseelan_NAM', 'hénin-hardenne_NAM', 'martina_NAM', 'jelena_NAM']	
82	['belle-soeur_NOM', 'frère_NOM', 'petites-filles_NOM', 'arrière-petite-fille_NOM', 'filleule_NOM', 'neveu_NOM', 'belle-s_NOM', 'belles-soeurs_NOM', 'beau-frère_NOM', 'gilberte_NAM']	['belle-soeur_NOM', 'petites-nièces_NOM', 'petites-filles_NOM', 'arrière-petits-enfants_NOM', 'belles-soeurs_NOM', 'belle-s_NOM', 'belles-s_NOM', 'belle-fille_NOM', 'arrière-petite-fille_NOM', 'petite-fille_NOM']	
83	['cofondateur_NOM', 'président-fondateur_NOM', 'cofondateur_ADJ', 'fondateurs_NOM', 'président_NOM', 'patron_NOM', 'codirecteur_ADJ', 'ex-président_VER', 'ex-directeur_NOM', 'cofondateurs_NOM']	['cofondatrice_NOM', 'directrice_NOM', 'présidente_NOM', 'instigatrice_NOM', 'directrice_ADJ', 'fondateur_NOM', 'conceptrice_NOM', 'historienne_NOM', 'militante_ADJ', 'coprésidente_NOM']	
84	['éducateur_NOM', 'superviseur_NOM', 'éducateur_ADJ', 'professeur-chercheur_NOM', 'enseignant_NOM', 'expert-conseil_NOM', 'stagiaire_ADJ', 'ingénieur_NOM', 'programmeur_NOM', 'agent(e)_NOM']	['mmee_NOM', '30-55_NUM', '50-55_NUM', '50-65_NUM', '52-62_NUM', 'n-ftim_NOM', '55-60_NUM', '35-46_NUM', '45-56_NUM', 'longueuilloise_NAM']	
85	['fou_ADJ', 'amoureux_NOM', 'salaud_ADJ', 'affamé_ADJ', 'roi_NOM', 'gars_NOM', 'jeunot_NOM', 'raide_NOM', 'jackass_NAM', 'illuminé_NOM']	['fille_NOM', 'esseulée_ADJ', 'chienne_NOM', 'femme_NOM', 'narratrice_NOM', 'putain_NOM', 'faucheuse_NOM', 'bourgeoise_NOM', 'sorcière_NOM', 'folie_NOM']	
86	['fédéralistes_NOM', 'souverainistes_NOM', 'souverainistes_ADJ', 'fédéralistes_ADJ', 'frileux_ADJ', 'politiciens_NOM', 'progressistes_NOM', 'démagogues_NOM', 'naïfs_NOM', 'consonunateurs_NOM']	['méfiante_ADJ', 'complaisante_ADJ', 'sclérosée_VER', 'conciliante_ADJ', 'marginalisée_VER', 'indifférente_ADJ', 'permissive_ADJ', 'tatillonne_ADJ', 'malmenée_VER', 'intolérante_ADJ']	
87	['suspect_NOM', 'mladic_NAM', 'ratko_NAM', 'meurtrier_NOM', 'tyran_NOM', 'namouh_NAM', 'fugitif_ADJ', 'foday_NAM', 'ihsan_NAM', 'tortionnaire_NOM']	['scene._NAM', 'identity_NAM', 'mysterious_NAM', 'guys_NAM', '|jeopardy_NAM', 'weakest_NAM', 'w-5_NAM', 'prejudice_NAM', 'exterminators_NOM', 'bachelorette_NAM']	
88	['non-fumeur_NOM', 'non-lumeur_NOM', 'stationnement_NOM', 'buveur_NOM', 'tumeur_NOM', 'non-tumeur_NOM', 'invétéré_ADJ', 'fumeurs_NOM', 'inutilisé_ADJ', 'espace_VER']	['curieuse_ADJ', 'passionnée_VER', 'séduisante_ADJ', 'gentille_ADJ', 'ricaneuse_ADJ', 'rieuse_ADJ', 'extravertie_ADJ', 'distinguée_ADJ', 'joviale_ADJ', 'intelligente_ADJ']	
89	['perdant_NOM', 'vainqueur_NOM', 'gagnant_VER', 'remportera_VER', 'favori_NOM', 'finalistes_NOM', 'trophée_NOM', 'lauréat_NOM', 'gagnante_NOM', 'métrostar_NAM']	['lauréate_NOM', 'championne_NOM', 'favorite_NOM', 'suissesse_NOM', 'torontoise_NAM', 'finaliste_NOM', 'friesinger_NAM', 'martina_NAM', 'dinara_NAM', 'vonn_NAM']	
90	['garçon_NOM', 'adolescent_NOM', 'fillette_NOM', 'vieillard_NOM', 'matelot_NOM', 'bonhomme_NOM', 'quadragénaire_ADJ', 'lutin_NOM', 'barbu_NOM', 'prénommé_VER']	['fille_NOM', 'fillette_NOM', 'femme_NOM', 'délurée_ADJ', 'adolescente_NOM', 'prostituée_NOM', 'bourgeoise_NOM', 'ingénue_ADJ', 'mère_NOM', 'caissière_NOM']	
91	['garant_VER', 'garante_ADJ', 'gage_NOM', 'garants_ADJ', 'garantes_ADJ', 'ennemie_NOM', 'tributaire_ADJ', 'dépositaire_NOM', 'synonyme_ADJ', 'préoccupe_VER']	['gage_NOM', 'tributaire_ADJ', 'garants_ADJ', 'essentielle_ADJ', 'garant_NOM', 'dépourvue_VER', 'garantes_ADJ', 'synonyme_ADJ', 'garantit_VER', 'assujettie_VER']	
92	['intelligent_ADJ', 'drôle_ADJ', 'passionné_VER', 'loyal_ADJ', 'compréhensif_ADJ', 'enjoué_ADJ', 'débrouillard_ADJ', 'intello_NOM', 'fonceur_ADJ', 'attentionné_ADJ']	['curieuse_ADJ', 'passionnée_VER', 'attentionnée_ADJ', 'jolie_ADJ', 'enjouée_ADJ', 'compréhensive_ADJ', 'attentionnée_VER', 'intello_NOM', 'joviale_ADJ', 'souriante_ADJ']	
93	['gourmands_ADJ', 'gueuleton_NOM', 'frugal_ADJ', 'appétissant_ADJ', 'gastronomique_ADJ', 'gourmandes_ADJ', 'canard_NOM', 'fêtard_NOM', 'gastronome_NOM', 'crémeux_ADJ']	['28-35_NUM', 'raffinee_NOM', 'amatrice_NOM', '52-62_NUM', 'séneuse_ADJ', 'élancée_ADJ', 'distinguée_ADJ', 'épicurienne_NOM', 'cherehe_NOM', 'halte_VER']	
94	['latin_NOM', 'grec_ADJ', 'arabe_NOM', 'hébreu_NOM', 'dialecte_NOM', 'persan_NOM', 'hongrois_NOM', 'yiddish_NOM', 'allemand_NOM', 'inuktitut_NOM']	['grecque_ADJ', 'maleeva_NAM', 'hongroise_ADJ', 'schiavone_NAM', 'bulgare_ADJ', 'gadolinium_NOM', 'flavia_NAM', 'rubidium_NOM', 'italienne_ADJ', 'roumaine_ADJ']	
95	['gros_ADV', 'lke_VER', 'gros_ADJ', 'lkeo_NAM', 'crispin_NOM', 'crewoo_NAM', 'ike_NOM', 'crosoto_NAM', 'crew_NAM', 'ike_VER']	['grosse_ADJ', 'couleuvre_NOM', 'surprise_VER', 'frite_NOM', 'petite_ADJ', 'bête_ADJ', 'maudite_NOM', 'flaque_NOM', 'limonade_NOM', 'toune_NOM']	
96	['habitant_VER', 'habitants_NOM', 'hectare_NOM', 'capita_VER', 'kilowatt_NOM', 'pnb_NOM', 'pib_NOM', 'moyenne_ADJ', 'moyenne_NOM', 'microgrammes_NOM']	['habitants_NOM', 'jala_NAM', 'résidante_ADJ', 'sdérot_NAM', 'philippine_ADJ', 'palestinienne_NOM', 'yonhap_NAM', 'basilan_NAM', 'somalienne_ADJ', 'itar-tass_NAM']	
97	['lachapelle_ADJ', 'sénéchal-berthiaume_NAM', 'kachelle_NAM', 'leclerc_NOM', 'rachede_NAM', 'uchapelle_NAM', 'loli_NAM', 'rachelle_NAM', 'moniquelheureux_NAM', 'moniqueuheureux_NAM']	['ricaneuse_ADJ', 'heureuse_ADJ', 'joyeuse_NOM', "5'b_NAM", '40alne_NAM', '40alne_ADJ', 'épicurienne_NOM', 'sportive_NOM', 'séneuse_ADJ', 'divorcé_ADJ']	
98	['français_NAM', 'allemands_NAM', 'néerlandais_NOM', 'italiens_NOM', 'espagnols_NOM', 'irlandais_NOM', 'anglais_NAM', 'polonais_NOM', 'européens_NOM', 'japonais_NOM']	['japonaise_ADJ', 'allemande_ADJ', 'chinoise_ADJ', 'néerlandaise_ADJ', 'hongroise_ADJ', 'polonaise_ADJ', 'grecque_ADJ', 'islandaise_ADJ', 'italienne_ADJ', 'indienne_ADJ']	
99	['ivrogne_ADJ', 'alcoolique_NOM', 'prêtre_NOM', 'adolescent_NOM', 'homosexuel_ADJ', 'toxicomane_ADJ', 'politicien_NOM', 'alcoolique_ADJ', 'amant_NOM', 'garçon_NOM']	['homosexualité_NOM', 'homosexuels_NOM', 'homosexuelles_ADJ', 'homosexuels_ADJ', 'hétérosexuelle_ADJ', 'sexuelle_ADJ', 'mariage_NOM', 'religieuse_ADJ', 'juive_ADJ', 'gais_ADJ']	
100	['salaud_NOM', 'imbécile_NOM', 'vilain_NOM', 'introverti_ADJ', 'nazi_NOM', 'bandit_NOM', 'menteur_NOM', 'ivrogne_ADJ', 'étemel_NOM', 'assassin_NOM']	['ennuyante_ADJ', 'naive_ADJ', 'saugrenue_ADJ', 'perverse_ADJ', 'superficielle_ADJ', 'têtue_ADJ', 'masochiste_ADJ', 'triviale_ADJ', 'désabusée_VER', 'voyante_ADJ']	
101	['méprisant_ADJ', 'misanthrope_ADJ', 'orgueilleux_ADJ', 'masochiste_ADJ', 'arrogant_ADJ', 'ignorante_ADJ', 'inculte_ADJ', 'salaud_ADJ', 'offensant_ADJ', 'paranoïaque_ADJ']	['méprisée_VER', 'sclérosée_VER', 'corrompue_VER', 'intolérante_ADJ', 'naïve_ADJ', 'insouciante_ADJ', 'têtue_ADJ', 'prétentieuse_ADJ', 'consentante_ADJ', 'populace_NOM']	
102	['inventif_ADJ', 'intelligent_ADJ', 'pénétrant_ADJ', 'extraverti_ADJ', 'déroutant_VER', 'insolent_ADJ', 'divertissant_ADJ', 'intuitif_ADJ', 'ludique_ADJ', 'taquin_ADJ']	['fonceuse_ADJ', 'séduisante_ADJ', 'extravertie_ADJ', 'sensuelle_ADJ', 'intelligente_ADJ', 'rythmée_ADJ', 'raffinee_NOM', 'attachante_ADJ', 'raffinée_VER', 'voyageuse_ADJ']	
103	['trenet_NAM', 'orson_NAM', 'salaud_ADJ', 'génial_ADJ', 'lindbergh_NAM', 'enki_NAM', 'ingmar_NAM', 'cobain_NAM', 'satanique_ADJ', 'incarné_ADJ']	['immortelle_ADJ', 'brightman_NAM', 'chanson-thème_NOM', 'craquante_ADJ', 'nougaro_NOM', "can't_NAM", 'stupid_NAM', 'intro_NOM', 'goodbye_NAM', 'joss_NAM']	
104	['tapageur_ADJ', 'insolent_ADJ', 'séducteur_ADJ', 'décapant_ADJ', 'cabotin_ADJ', 'mordant_ADJ', 'pénétrant_ADJ', 'incompris_ADJ', 'foisonnant_ADJ', 'misogyne_ADJ']	['irrévérencieuse_ADJ', 'érudite_ADJ', 'édifiante_ADJ', 'rythmée_ADJ', 'provocatrice_ADJ', 'rigolote_ADJ', 'incisive_ADJ', 'planante_ADJ', 'attachante_ADJ', 'extravagante_ADJ']	
105	['inconnu_ADJ', 'abîme_NOM', 'ombre_NOM', 'ennui_NOM', 'homme_NOM', 'aveugle_NOM', 'assassin_NOM', 'énergumène_NOM', 'univers_NOM', 'écrivain_NOM']	['incertaine_ADJ', 'inconnue_ADJ', 'surprise_NOM', 'inquiétude_NOM', 'énigme_NOM', 'incertitude_NOM', 'favorite_NOM', 'inconnues_NOM', 'embûche_NOM', 'inquiète_ADJ']	
106	['imaginaire_ADJ', 'animalité_NOM', 'subconscient_NOM', 'indicible_NOM', 'univers_NOM', 'aléatoire_NOM', 'âme_NOM', 'irréalité_NOM', 'àme_NOM', 'transcendance_NOM']	['obsessionnelle_ADJ', 'consentante_ADJ', 'puérile_ADJ', 'désolante_ADJ', 'têtue_ADJ', 'fuyante_ADJ', 'souffrante_ADJ', 'oppressante_ADJ', 'fantasmée_VER', 'imprécise_ADJ']	
107	['indien_ADJ', 'amérindien_NOM', 'immigrant_NOM', 'indiens_NOM', 'béret_NOM', 'musulman_NOM', 'pêcheur_NOM', 'esclave_NOM', 'africain_NOM', 'bandit_NOM']	['écolière_NOM', 'républicaine_NOM', 'indienne_ADJ', 'mexicaine_NOM', 'amérindienne_NOM', 'juive_NOM', 'américaine_NOM', 'afghane_NOM', 'actrice_NOM', 'australienne_NOM']	
108	['industriel_ADJ', 'résidentiel_ADJ', 'entrepreneur_NOM', 'commercial_NOM', 'commercial_ADJ', 'ouvrier_NOM', 'arvida_NAM', 'terrien_ADJ', 'benedetti_NAM', '4666_NUM']	['répart_VER', '5,48_NUM', 'can-valeur_NAM', 'clarington_NAM', 'budden_NAM', '8,67_NUM', '5.72_NUM', 'b-trés_VER', '5,02_NUM', 'ethical_NOM']	
109	['antipathique_ADJ', 'caricatural_ADJ', 'arrogant_ADJ', 'ambigu_ADJ', 'ombrageux_ADJ', 'névrosée_ADJ', 'stressant_ADJ', 'contre-emploi_NOM', 'intransigeant_ADJ', 'argan_NOM']	['tâche_NOM', 'ardue_ADJ', 'périlleuse_ADJ', 'paresseuse_ADJ', 'tâche_VER', 'exigeante_ADJ', 'cruelle_ADJ', 'rébarbative_ADJ', 'lourde_ADJ', 'délicate_ADJ']	
110	['criminel_NOM', 'pédophile_NOM', 'violeur_NOM', 'nazi_NOM', 'orgueil_NOM', 'accusé_NOM', 'assassin_NOM', 'terroriste_NOM', 'atrocité_NOM', 'agresseur_NOM']	['cruelle_ADJ', 'manipulatrice_ADJ', 'terrifiante_ADJ', 'névrosée_ADJ', 'choquante_ADJ', 'inoffensive_ADJ', 'émouvante_ADJ', 'immorale_ADJ', 'banale_ADJ', 'idiote_ADJ']	
111	['enseignant_NOM', 'garçon_NOM', 'adolescent_NOM', 'père_NOM', 'copain_NOM', 'écrivain_NOM', 'frère_NOM', 'grand-père_NOM', 'orphelin_NOM', 'alcoolique_ADJ']	['fille_NOM', 'enseignante_NOM', 'adolescente_NOM', 'mère_NOM', 'orpheline_NOM', 'amie_NOM', 'fillette_NOM', 'adoptive_ADJ', 'aïeule_NOM', 'tille_NOM']	
112	['penseur_NOM', 'écrivain_NOM', 'essayiste_NOM', 'historien_NOM', 'philosophe_NOM', 'romancier_NOM', 'politicien_NOM', 'polémiste_NOM', 'théologien_NOM', 'philosophe_ADJ']	['divorcée_NOM', 'extravertie_ADJ', 'féministe_NOM', 'observatrice_NOM', 'rouquine_NOM', 'militante_ADJ', 'voyageuse_NOM', 'écrivaine_NOM', 'passionnée_VER', 'fonceuse_ADJ']	
113	['irlandais_ADJ', 'allemands_NAM', 'ecossais_NAM', 'espagnols_NOM', 'anglais_NAM', 'polonais_NOM', 'italiens_NOM', 'hollandais_NOM', 'catalans_NOM', 'arméniens_ADJ']	['républicaine_ADJ', 'irlandaise_ADJ', 'armée_NOM', 'tira_VER', 'républicaine_NOM', 'eln_NAM', 'américaine_NOM', 'armée_VER', 'armée_ADJ', 'uck_NAM']	
114	['allemand_NOM', 'italien_ADJ', 'espagnol_NOM', 'espagnol_ADJ', 'portugais_NOM', 'roumain_NOM', 'camilleri_NAM', 'américain_NOM', 'portugais_ADJ', 'catalan_NOM']	['italienne_ADJ', 'américaine_NOM', 'espagnole_ADJ', 'italien_ADJ', 'allemande_ADJ', 'polonaise_ADJ', 'autrichienne_ADJ', 'portugaise_ADJ', 'québécoise_NOM', 'anglaise_NOM']	
115	['japonais_ADJ', 'allemands_NAM', 'coréens_NOM', 'chinois_NOM', 'européens_NOM', 'italiens_NOM', 'néerlandais_NOM', 'américains_NOM', 'russes_NAM', 'chinois_ADJ']	['sugiyama_NAM', 'chinoise_NOM', 'ippon_NOM', 'schnyder_NAM', 'suédoise_ADJ', 'likhovtseva_NAM', 'daniela_NAM', 'japonaise_ADJ', 'colombienne_NAM', 'flavia_NAM']	
116	['attaquant_NOM', 'frappeur_NOM', 'lanceur_NOM', 'ailier_NOM', 'offensif_ADJ', 'quart-arrière_NOM', 'défenseur_NOM', 'vétéran_NOM', 'réserviste_NOM', 'voltigeur_NOM']	['mauresmo_NAM', 'blainvilloise_NAM', 'wozniak_NAM', 'sharapova_NAM', 'jelena_NAM', 'jankovic_NAM', 'capriati_NAM', 'safina_NAM', 'clijsters_NAM', 'davenport_NAM']	
117	['juif_ADJ', 'musulman_NOM', 'nazi_NOM', 'juifs_NOM', 'immigrant_NOM', 'prêtre_NOM', 'musulman_ADJ', 'apatride_ADJ', 'errant_ADJ', 'juive_ADJ']	['immigrante_NOM', 'juive_ADJ', 'fille_NOM', 'adolescente_NOM', 'polonaise_ADJ', 'orpheline_NOM', 'institutrice_NOM', 'adoptive_ADJ', 'mère_NOM', 'fillette_NOM']	
118	['jumeau_ADJ', 'frère_NOM', 'dénommé_VER', 'suicidé_NOM', 'personnage_NOM', 'demi-dieu_NOM', 'monstre_NOM', 'clone_NOM', 'héros_NOM', 'cadavre_NOM']	['cousine_NOM', 'mère_NOM', 'accoucha_VER', 'préférée_NOM', 'nièce_NOM', 'carrosserie_NOM', 'jumelle_ADJ', 'prius_NAM', 'voisine_NOM', 'mazdas_NOM']	
119	['macho_NOM', 'marrant_ADJ', 'prétentieux_ADJ', 'gênant_ADJ', 'amoral_ADJ', 'moche_ADJ', 'effrayant_ADJ', 'adroit_ADJ', 'excitant_ADJ', 'superficiel_ADJ']	['aide_NOM', 'taide_NAM', 'subvention_NOM', 'désorganisée_VER', 'travailleuse_ADJ', 'idiote_ADJ', 'créature_NOM', 'muselée_VER', 'mendier_VER', 'fragmentée_VER']	
120	['faveur_NOM', 'raton_NOM', 'défaveur_NOM', 'demandant_VER', 'réclamant_VER', 'veur_NOM', 'brandissant_VER', 'prônant_VER', 'prononcés_VER', 'votant_NOM']	['lave-vaisselle_NOM', 'sécheuse_ADJ', 'lav-sech_NOM', 'poêle_VER', 'lave-vais_VER', 'trigo_NOM', 'poêle_NOM', 'élec_ADJ', 'lav/sech_ADJ', 'réfrigérateur_NOM']	
121	['spectateur_NOM', 'auditeur_NOM', 'visiteur_NOM', 'téléspectateur_NOM', 'narrateur_NOM', 'lecteurs_NOM', 'voyageur_NOM', 'romancier_NOM', 'consommateur_NOM', 'utilisateur_NOM']	['traductrice_NOM', 'comédienne_NOM', 'romancière_NOM', 'amie_NOM', 'journaliste_NOM', 'narratrice_NOM', 'chroniqueuse_NOM', 'poétesse_NOM', 'dame_NOM', 'confidente_NOM']	
122	['lion_NAM', 'tion_NOM', 'rat_NOM', '1res_ADJ', 'or_NOM', 'louve_NOM', 'paon_NOM', 'ration_NOM', 're_ADJ', 'patate_NOM']	['lululu_ADJ', 'chatte_NOM', 'commis/_NOM', 'corsaire_NOM', 'joke_NOM', 'femme_NOM', 'geronimo_NAM', 'guêpe_NOM', 'brune_NOM', 'violette_ADJ']	
123	['gouttière_NOM', 'chien_NOM', 'razmoket_NAM', 'godzilla_NAM', 'loups_NOM', 'bergerie_NOM', 'clueless_NAM', 'renard_NOM', 'bleu_ADJ', 'mcdowd_NAM']	['palme_NOM', 'jutra_NAM', 'cannes_NAM', 'palme_VER', 'métrage_NOM', 'louis-delluc_NAM', 'bobine_NOM', 'statuette_NOM', 'césars_NOM', 'breillat_NAM']	
124	['juge_NOM', 'tribunal_NOM', 'procureur_NOM', 'garzon_NAM', 'policier_NOM', 'brunton_NAM', 'fonctionnaire_NOM', 'cassation_NOM', 'magistrats_NOM', 'moreno-ocampo_NAM']	['juge_NOM', 'dalphond_NAM', 'procureure_NOM', 'magistrat_NOM', 'mclachlin_NAM', 'plaignante_NOM', 'garzon_NAM', 'cassation_NOM', 'silcoff_NAM', 'brunton_NAM']	
125	['majeur_ADJ', 'mineur_ADJ', 'sonate_NOM', 'dièse_VER', 'continuo_NOM', 'bémol_NOM', 'rondo_NOM', 'bwv_ABR', 'chaconne_NOM', 'mineur_NOM']	['dess_NAM', 'mineure_NOM', 'kinésiologie_NOM', 'baccalauréat_NOM', 'attestée_VER', 'maîtrise_NOM', 'théorie_NOM', 'professeur-e_NOM', 'maîtrises_NOM', 'linguistique_NOM']	
